last_name, first_name,player_id,year,slg_percent,on_base_percent,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,solidcontact_percent,flareburner_percent,poorlyunder_percent,poorlytopped_percent,poorlyweak_percent,hard_hit_percent,avg_best_speed,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_percent,meatball_swing_percent,meatball_percent,iz_contact_percent,in_zone_percent,edge_percent,whiff_percent,swing_percent,pull_percent,straightaway_percent,opposite_percent,f_strike_percent,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,n_bolts,hp_to_1b,sprint_speed
Muncy, Max,571970,2022,0.384,0.329,90.3,20.9,34.3,13.4,10.3,18.8,33.4,20.1,3.6,45.6,100.488456196,60.3,21.2,16.6,44,55.5,49.6,69.6,8.9,78.4,50.4,40.5,26.1,38.6,48,31.3,20.7,60.4,32.5,39.5,20.1,7.9,,4.43,27.2
Myers, Wil,571976,2022,0.398,0.315,88.5,13,37.6,7.3,7.9,21.9,26.4,32,3.4,37.6,98.804888523,61.5,23.4,29.7,46.9,52.6,50.8,73.1,8,76.4,49.2,44.1,31.2,45.3,35.4,34.8,29.8,59.1,41.6,26.4,26.4,5.6,,4.43,28.2
Naquin, Tyler,571980,2022,0.423,0.281,90.3,14.4,39.9,9.6,6.9,25.7,25.2,26.6,5,40.8,100.892608302,79.4,24.9,37.8,41.5,58.5,51.5,89.3,6.7,74.6,48.5,45.2,30.5,58,38.1,33.9,28,63.3,40.4,29.4,24.3,6,,4.44,27.7
Pollock, AJ,572041,2022,0.389,0.292,88.8,11.6,32.9,9.4,5.8,23,23.3,33.4,4.8,42,100.414319188,74.1,15.2,34,44.5,55.5,51.1,80.7,7.6,84.8,48.9,42.2,24.7,53.6,40.8,35.7,23.5,63.2,45.3,22,23,9.6,1,4.42,27.8
Taylor, Michael A.,572191,2022,0.357,0.311,86.3,12.1,33.5,6.8,4.8,21.6,29.4,30.6,6.5,32.9,98.005175695,73.2,18.5,31.3,52,47.3,51.8,85.9,7.5,79.7,48.2,43,29.1,51.5,36.5,37.7,25.8,68.4,42.3,28.1,21,8.7,15,4.26,28.7
Thompson, Trayce,572204,2022,0.507,0.353,92.2,16.4,45.3,16.4,7.8,27.3,25,21.1,2.3,46.9,103.303449063,66,28.1,23.3,63.5,36.5,51.7,63.1,7.4,71.9,48.3,43.4,37.8,43.9,55.5,27.3,17.2,64.7,31.3,32,31.3,5.5,,4.47,27.8
Voit III, Luke,572228,2022,0.402,0.308,89.8,18.4,34.6,14.7,8.3,23.2,27.2,21.4,5.2,44.3,101.411871585,78.1,27.5,30.6,58.6,41.4,54.9,93.7,5.6,72.5,45.1,42.3,37.6,52,46.2,33.6,20.2,65.3,34.9,34.9,24.8,5.5,,4.96,24.7
Walker, Christian,572233,2022,0.477,0.327,90,17,33.3,11.5,6.5,22,29.4,26.4,3.7,44,101.466371179,67.9,15.6,23.1,49.2,50.8,51.8,79.4,7.8,84.4,48.2,42.5,24.6,44.7,38.8,37,24.2,61.4,39.2,30.9,21.4,8.5,,4.64,26.6
Carpenter, Matt,572761,2022,0.727,0.409,89.8,22.4,41.1,13.7,9.5,22.1,32.6,14.7,6.3,42.1,99.672980435,63.2,17.4,16.6,50,50,46.9,80.9,9.4,81.8,53.1,40.1,23.7,41.4,57.9,23.2,18.9,50.3,27.4,40,25.3,7.4,,4.54,26.1
Dickerson, Corey,572816,2022,0.399,0.300,87.7,10.6,33.2,3.8,3.8,27.7,23.8,37.4,3,32.8,97.888667863,76.3,17.1,40.8,33.2,66.8,50.5,89.2,6.8,82.9,49.5,43.7,22.8,58.4,35.7,34.5,29.8,57.6,46.8,20.9,25.1,7.2,,4.35,27.0
Ruf, Darin,573131,2022,0.338,0.307,89.2,14.8,34.5,8.6,8.2,23.7,28,26.3,5.2,40.5,100.481181724,56.7,19.4,24.1,46.4,53.6,50.1,71.3,8,80.6,49.9,42.8,27.5,40.4,42.2,29.3,28.4,60.3,41.8,29.7,20.7,7.8,,4.78,25.7
Yastrzemski, Mike,573262,2022,0.392,0.305,89.9,19.9,36.2,11.1,5.1,21.4,32.8,24.5,4.8,42.5,99.830966069,63.4,15.6,22.2,42.5,54.4,49.7,69.6,7.7,83,50.3,43.2,22.5,42.9,42.7,33.6,23.6,60.2,34.8,31.9,23.6,9.7,,4.41,27.0
Contreras, Willson,575929,2022,0.466,0.349,90.4,8.5,30.2,10.5,8.3,21.3,16.5,36.2,5.4,48.6,103.238284065,73.1,20.8,31.8,51.1,48.9,54.2,78.6,7,78.9,45.8,41.6,30.9,50.6,40.3,36.2,23.5,66.1,51.1,22.9,20.3,5.7,,4.43,27.6
Iglesias, Jose,578428,2022,0.380,0.328,83.8,6,30.6,0.5,2.3,29,20.5,40.9,6,27.7,95.592199372,63.4,7.6,41.3,21.2,78.8,52,63.9,6.8,92.4,48,42.9,13.2,51.9,37.6,39.9,22.5,66.2,53.4,16.8,25.4,4.4,8,4.24,28.4
Bryant, Kris,592178,2022,0.475,0.376,85,13.5,31.9,6.7,3.7,28.1,27.4,28.9,5.2,29.6,96.85815,72.5,13.2,24.3,44.3,55.7,52,88.5,7.5,86.8,48,40.1,21.5,47.4,42.2,37.8,20,60.2,38.5,34.1,22.2,5.2,,4.47,27.3
Canha, Mark,592192,2022,0.403,0.367,87.7,10.9,32.2,4.9,6.8,23.6,24.9,35.2,4.1,36.6,98.317698315,60.9,18.4,24.4,31.5,68.2,49.3,62.8,7.4,81.6,50.7,43,22.1,42.9,39.3,32,28.7,63.6,46.1,24.7,23.3,6,,4.46,27.5
Casali, Curt,592200,2022,0.331,0.318,87.1,25.4,35,6,6,24,41,17,5,39,98.0141006,71.2,21.8,23.2,43.8,53.9,49,87.3,7,77.8,51,43.6,27.1,47.6,46,31,23,61.9,28,36,23,13,,4.99,24.6
Castellanos, Nick,592206,2022,0.389,0.305,87.5,14.6,36.9,6.6,6.1,26.5,27.5,28.8,4,35.1,98.393032843,76.8,20.2,39.5,52.6,47.4,53.2,83.7,6.5,79.8,46.8,42.7,32.2,57,35.6,32.1,32.3,68.8,42.9,28.5,22,6.6,,4.42,27.6
Drury, Brandon,592273,2022,0.492,0.320,89.1,13.8,34.8,10.4,7.3,22,25.5,29.3,4.8,42.2,100.586892132,62.5,14.2,30.2,35.8,64.2,51.2,75.5,6.7,85.8,48.8,41.1,21.5,45.9,44.7,32.1,23.2,60.7,40.9,28.3,24,6.8,,4.52,27.0
Gamel, Ben,592325,2022,0.369,0.324,88.8,11.3,38,6.2,6.2,28.8,24.1,29.6,4.4,37.6,99.298905,65,12.4,23.6,52.1,47.9,52.8,71,7.6,86.7,47.2,44.8,23.8,43.1,36.1,38.7,25.2,57.7,43.4,25.9,26.3,4.4,1,4.35,27.9
Judge, Aaron,592450,2022,0.686,0.422,95.9,15,39,26.5,7.2,20,18.8,26.5,0.5,61.8,107.110072714,66.1,20.3,22.9,53.2,46.5,54.2,77.4,6.9,79.7,45.8,42.2,29.8,42.7,47.3,31.5,21.3,58.8,37,38.3,22.3,2.5,,4.66,27.3
Machado, Manny,592518,2022,0.531,0.366,91.5,16,36.7,9.8,9.8,24.4,25.5,27.5,2.9,49,102.622706786,74.4,17.7,30.6,39.9,60.1,53.9,86.3,7.1,82.3,46.1,43.6,24.9,50.8,40.7,33.1,26.2,63.4,37.6,23.7,29.1,9.6,,4.71,26.3
Pederson, Joc,592626,2022,0.521,0.353,93.2,14.8,34.2,15.1,5.6,23.9,27.8,22.9,3.9,52.1,103.347393857,65.1,14.3,29.6,43.4,55.8,53.6,77.5,7.1,84.9,46.4,41.4,24.4,46.1,35.6,37.7,26.8,56.1,37.3,33.8,22.9,6,,4.44,26.0
Realmuto, J.T.,592663,2022,0.478,0.342,90.3,13.1,35.6,11.3,6.7,26.7,22.1,30.5,2.6,47.2,101.252893641,67.7,19.7,30.9,38.4,61.6,50.8,80.5,7.3,80.3,49.2,43.4,25.7,49,38.2,33.6,28.2,57.8,44.6,25.6,24.1,5.6,5,4.35,28.8
Renfroe, Hunter,592669,2022,0.492,0.314,90.5,17.7,32.7,10.9,6.4,21.8,30.4,27.1,3.4,43.6,101.645981292,66.2,18.8,31.7,41.9,58.1,53.5,73,7,81.3,46.5,41.2,27,47.8,40.5,36,23.5,59.1,37.4,30.2,21.5,10.9,,4.52,27.1
Rosario, Eddie,592696,2022,0.328,0.259,87.7,15.2,32.4,5.4,5.9,21.1,33.5,28.1,5.4,33,97.161292527,70.1,22.1,40.4,45.2,52.6,55.9,80.3,7,77.6,44.1,41.1,31.9,53.5,38.4,43.2,18.4,64.1,39.5,30.3,23.8,6.5,,4.28,27.6
Yelich, Christian,592885,2022,0.383,0.355,91.5,3.6,30.3,8.2,6.7,25.5,13.2,43.3,3.1,48.6,102.984892126,65.4,14.9,23.1,51.1,48.6,52.5,73.6,7,85,47.5,41.6,25,43.2,33.4,38.9,27.6,56.1,59.1,18,19.7,3.1,8,4.37,28.1
Merrifield, Whit,593160,2022,0.375,0.298,87.1,15.1,37.9,4.2,7.3,23,29.5,30.9,4.9,31.1,96.383459857,71.4,13.8,29.8,33.1,65.9,49.3,78.9,8.5,85.6,50.7,44.1,19.4,50.9,35.1,35.8,29,59.5,41.2,28.8,22.2,7.7,1,4.32,28.7
Bogaerts, Xander,593428,2022,0.456,0.377,88.1,10.2,30.3,6.5,4.9,27.8,21.7,34.1,4.5,39.5,99.97943964,63.4,18.6,29.2,37.4,62.6,51.7,67.4,7.5,81.4,48.3,43.7,24.8,45.7,37.2,37.4,25.3,60.8,46.6,21.1,25.8,6.5,1,4.31,27.9
Alberto, Hanser,593643,2022,0.365,0.258,82.9,10.8,30.5,1.5,6.9,20.6,27.5,33.6,9.9,18.3,93.791635156,76.4,19.1,47.6,35.4,60.6,51.2,80,5.8,80.4,48.8,44,25.5,61.6,42,34.4,23.7,64.2,50.4,26,19.8,3.8,,4.53,26.0
Polanco, Jorge,593871,2022,0.405,0.346,89,21.7,37.7,10.2,6.3,25.7,33.8,19.4,4.2,38.7,99.924839571,61.1,18.1,25.1,42.3,57.3,52.1,66.4,6.1,81.7,47.9,44.1,25.6,42.4,46.5,33.1,20.4,52.3,30.6,34.9,25.4,9.2,1,4.18,28.2
Calhoun, Kole,594777,2022,0.330,0.257,90.8,15.4,40.4,9.8,8.6,26.7,26.3,26.7,2,48.2,100.862031797,78.4,27.5,32.3,53.6,46.4,55,89.1,7,72.5,45,41.1,36.3,53.1,45.9,34.5,19.6,59.9,38,26.3,27.1,8.6,,4.66,25.3
Duvall, Adam,594807,2022,0.401,0.276,88.3,23.4,36.2,12.8,7.4,21.3,35.1,19.7,3.7,41,100.566076596,67.4,21.4,34.3,43.9,56.1,51.1,74.4,7.4,78.6,48.9,42.2,29.2,50.5,48.4,32.4,19.1,60.3,29.3,38.8,20.7,11.2,,4.46,27.9
Kiermaier, Kevin,595281,2022,0.369,0.281,87.9,5.3,33.8,6.9,4.8,29,16.6,40.7,2.1,38.6,98.886186164,75.1,20.6,27.8,63.2,36,49.3,79.7,7.1,78.8,50.7,44,31.9,51.7,32.4,35.2,32.4,64.7,52.4,23.4,20.7,3.4,5,4.12,29.2
Alfaro, Jorge,595751,2022,0.383,0.285,89.4,8,38.5,11.2,4.3,21.7,21.1,34.8,5.6,38.5,102.020939625,80.9,27.9,45.8,54.4,45.6,52.2,85.7,6.3,72.1,47.8,43.9,38,62.6,31.1,41.6,27.3,69.7,47.2,23,26.7,3.1,,4.41,28.7
Profar, Jurickson,595777,2022,0.391,0.330,87.5,12.9,34.7,4,4.6,28.7,27.8,29.5,4.8,34.3,97.859468559,64.2,13.8,23.7,31.5,67.9,50.8,76,6.3,85.5,49.2,43.3,18.7,43.6,42.1,32.6,25.3,59.4,44.8,22.8,25.7,6.7,,4.48,26.6
Baez, Javier,595879,2022,0.393,0.278,87.9,9.6,29.7,8,4.9,20.9,21.9,40.1,2.9,38,99.689131182,68,22.2,47.5,49.1,50.9,59.2,69.6,6.6,77.8,40.8,39.8,35.8,55.8,39.9,34.8,25.3,66.2,50.6,22.9,20.4,6.1,,4.35,27.9
Cave, Jake,595909,2022,0.384,0.260,90.7,14.4,38.5,10.3,9.4,18.8,31.6,27.4,2.6,42.7,99.526718814,73.1,26.3,30.4,54,46,52.4,77.4,7.5,72.9,47.6,43,35,50.7,24.8,49.6,25.6,55.4,36.8,39.3,22.2,1.7,,4.31,28.0
Hedges, Austin,595978,2022,0.248,0.234,84.2,16.7,31.9,3.1,4.4,19.2,33.6,30.1,9.2,22.3,94.912102385,68.4,17.8,28.5,47.4,50,52.3,72.1,6.8,80.8,47.7,42.7,27.1,47.6,41,34.9,24,65.7,40.6,24,23.6,11.8,,4.94,24.5
Lindor, Francisco,596019,2022,0.449,0.339,89.3,13.8,29.2,8.3,6.2,22.4,26.8,32.3,3.8,41.3,99.740565418,68.2,14.5,29.9,39.9,59.9,53.2,75.3,6.7,85.4,46.8,43.3,22.9,47.8,38.3,37.5,24.2,58.3,43.5,27.6,20.4,8.5,,4.44,27.5
Odor, Rougned,596059,2022,0.357,0.275,87.8,21.5,30.5,6.5,5.6,23.1,36.4,23.1,4.7,33.3,98.233676795,72.8,19.8,31,42.8,56.2,53.2,83.7,5.6,79.2,46.8,42.5,27.3,50.6,42.4,36.8,20.9,61.1,32.4,29,22.7,15.9,1,4.39,27.0
Slater, Austin,596103,2022,0.408,0.366,89,6.6,43.2,10.5,6.8,28.9,14.2,33.7,5.8,39.5,99.908713548,67.3,23.8,26.4,47.1,50.8,53.9,77.8,6.8,75.7,46.1,41.2,31.2,45.2,31.1,42.6,26.3,66.5,53.7,19.5,25.3,1.6,7,4.37,28.2
Story, Trevor,596115,2022,0.434,0.303,88.9,17.8,36,11.3,7.1,21.3,31,27.2,2.1,40.6,100.613635333,68.9,21.5,33.2,47.7,52.3,53.4,73.8,6.8,78.5,46.6,45.7,30.8,49.8,38.5,36.4,25.1,63.4,35.1,28.9,24.3,11.7,5,4.33,28.5
Vogelbach, Daniel,596129,2022,0.433,0.360,89.4,15.8,38.1,10.6,7.7,24.5,26,29.3,1.5,39.9,99.817658603,45.4,13.8,20.4,33.3,66.7,53.1,43.4,6.8,86.2,46.9,43.6,20.4,32.2,40.7,35.5,23.8,51.3,38.1,29.7,24.9,7.3,,4.9,23.9
Sanchez, Gary,596142,2022,0.377,0.282,90.5,14,29.2,13.5,5.9,19.1,27.1,26.4,7.6,49.3,103.200555347,60.7,20.5,28.7,50.7,49.3,52.2,66.3,9.6,79.5,47.8,39.7,30.8,44,47.9,29.2,22.9,59.7,43.8,29.9,18.4,8,,4.72,25.1
Kepler, Max,596146,2022,0.348,0.318,89.1,11.2,31.9,7.1,5.2,25.2,25.2,33.7,3.7,39.9,100.09058546,70.4,12.5,23.5,40.6,58.9,51.8,84.1,7.6,87.2,48.2,43.9,19.9,46.1,41.7,34.4,23.9,58.4,46.6,24.5,23.3,5.5,2,4.34,27.9
Franco, Maikel,596748,2022,0.342,0.255,87,11.5,33.1,4.7,5.7,25.1,25.8,32.4,5.4,34.4,98.818458378,68.3,21.8,38.5,39.4,60.6,49.3,77,7.1,78.2,50.7,42.9,28,53.6,44.1,33.8,22.1,64.9,44.5,21.1,24.1,10.4,,4.88,25.5
Choi, Ji-Man,596847,2022,0.388,0.341,92.2,10.6,37.3,11.9,8.1,27.5,16.9,33.1,2.5,47.5,101.295507712,67.5,24.6,19.9,54.5,44.4,54.1,83.1,7.1,75.3,45.9,42.8,32.3,41.7,40.7,35.2,24.2,57.2,46.6,25,23.7,4.7,,4.57,25.0
Bradley Jr., Jackie,598265,2022,0.311,0.254,87.6,7.4,29.4,4.8,7.4,22.3,21.9,36.8,6.7,37.2,98.071881353,69.7,24.1,28.6,43,56.5,48.6,75.8,8.7,74.8,51.4,41.9,29.4,49.7,39.8,36.4,23.8,60.5,51.3,21.2,21.2,6.3,,4.42,27.0
La Stella, Tommy,600303,2022,0.350,0.282,87.9,14.6,37.3,2,6.5,24.2,32,34.6,0.7,32,97.045650909,52.9,10.2,27.7,29.9,69.2,48.6,59.3,6.8,89.8,51.4,44.1,16.7,40.7,37.3,39.9,22.9,53.3,39.2,24.8,28.1,7.8,,4.67,24.9
Candelario, Jeimer,600869,2022,0.361,0.272,87.2,13.5,37,8.3,4,21.3,28.4,32.7,4.3,34.6,98.352499379,74.3,17.8,33.6,40.1,59.6,53.4,88.9,6.7,81.6,46.6,42.1,25.4,52.6,39.8,33.6,26.5,59.7,42.6,24.1,24.4,9,,4.51,27.3
Daza, Yonathan,602074,2022,0.384,0.348,84.8,4.6,34.1,1.9,2.5,32.5,16.6,40.9,5.3,25,95.180250189,66,12.2,35.7,30.1,69.9,51.4,71.1,7.4,87,48.6,41.8,18.7,50.5,34.4,38.4,27.2,61.8,55.6,17.8,24.4,2.2,,4.35,28.2
Urias, Ramon,602104,2022,0.414,0.303,89.4,11,32.1,9.6,5.4,24.7,20.8,33.7,5.1,46.5,100.690244675,70.8,21,29,43.1,56.9,50.1,82.5,7.3,79,49.9,42.8,27.4,49.8,37.8,36.9,25.3,66.9,47.8,24.4,20.5,7.4,,4.66,26.7
Anderson, Brian,605119,2022,0.346,0.311,88.7,7.7,31.1,9.7,4.2,24.8,20.2,34.5,6.3,42,100.372461008,73.9,22.9,29,48.1,51.9,51.7,77.8,7,76.8,48.3,42.4,30.3,50.7,38.7,36.1,25.2,60.7,51.3,22.3,21.4,5,,4.44,27.5
Barnes, Austin,605131,2022,0.380,0.321,87.4,13.6,31,4.8,5.5,18.6,31.7,33.1,6.2,35.2,98.048094085,65.9,12.8,15.3,41,59,46.9,76.7,7.1,86.2,53.1,41.3,17.6,42.1,33.8,35.2,31,64.6,43.4,29,20,7.6,,4.66,26.7
Bell, Josh,605137,2022,0.422,0.360,88.9,8.4,30.7,7.2,3.7,27.4,20.6,36.6,4.2,40.8,100.551357456,68.8,16.3,24.9,34.6,65.4,53.3,77.5,6.4,83.6,46.7,45.7,21.7,45.3,37.1,35.7,27.2,53.1,50.7,19.7,24.1,5.7,,4.62,26.2
Betts, Mookie,605141,2022,0.533,0.340,90.5,18.6,36.2,9.7,8.7,22.7,31.8,22.7,3.8,44.9,99.954466043,66.9,8.3,22.2,40.5,59.5,50.9,78.9,7.4,91.7,49.1,43.5,16.5,44.2,44.3,34.5,21.2,61.7,33.7,35.6,23.1,7.6,,4.45,27.3
Caratini, Victor,605170,2022,0.342,0.299,89.4,6.6,30,6.3,5.3,28.5,20.3,35.7,3.9,43.5,100.649286408,60.9,11.4,23.8,45,55,50.2,68.8,7.7,88.6,49.8,44,20.9,42.3,33.8,38.6,27.5,56.9,50.2,19.8,25.1,4.8,,4.85,24.9
Davis, J.D.,605204,2022,0.418,0.340,92.4,12.3,34.8,16.2,5.6,26.3,18.7,30.8,2.5,56.1,103.966730202,76.7,32.3,25.4,52.9,47.1,49.5,91.2,7.7,67.5,50.5,43.5,37.4,51.3,35.9,38.9,25.3,63.2,46,22.7,25.3,6.1,,4.71,26.5
Machin, Vimael,605353,2022,0.287,0.300,89.3,10.2,36.3,3.9,7.3,26.3,24,38,0.6,39.1,98.588009667,65.6,10.4,26.4,34,66,53.3,75,7.6,89.3,46.7,40.3,17.9,44.7,29.6,40.2,30.2,56.9,44.7,27.4,25.7,2.2,,4.71,25.5
Castro, Harold,605612,2022,0.381,0.298,87,11.4,41.6,6.1,7.8,28.9,20.5,31.2,4.3,33.3,97.109259586,69.3,13.4,39.7,30,69.7,52.7,69.4,7.5,86.4,47.3,42.9,19.8,53.7,32.7,35,32.4,62.2,44.2,25.7,27.5,2.6,,4.5,26.2
Arcia, Orlando,606115,2022,0.416,0.316,90.7,11.7,30,7.5,8.1,25.6,24.4,28.7,5,42.5,100.210780633,63.7,16.3,27,51.2,48.8,51.8,68.3,6.8,83.7,48.2,43.4,27.3,44.7,41.9,36.3,21.9,61.5,47.5,28.1,18.8,5.6,,4.7,26.5
Tapia, Raimel,606132,2022,0.380,0.289,87.6,4,27.5,5.1,3.3,26.9,18.9,40.7,4.8,38,99.701438303,70.2,14,42.3,32.7,66.8,52.8,73.8,6.8,85.1,47.2,44.2,21.5,55.4,30.8,39.8,29.3,58.4,54.2,18,24.3,3.6,10,4.27,28.2
Aquino, Aristides,606157,2022,0.363,0.246,85.6,17.4,27.2,8.2,1.9,20.9,32.3,24.7,9.5,34.6,99.168037143,76.4,27.2,39.4,56.1,43.9,53.6,91.7,7.8,72.8,46.4,39.6,38,56.6,45.6,32.3,22.2,63.2,39.9,27.2,17.1,15.8,2,4.42,28.8
Hernandez, Teoscar,606192,2022,0.491,0.316,92.6,11.6,36.3,15,7.5,23.3,19.9,32,2.3,53.3,103.420419483,69,25.1,30.3,55.9,44.1,52.1,80.7,7.2,74.9,47.9,40.8,35.1,48.8,38.6,34.9,26.5,59.6,44.4,25.6,24.8,5.2,5,4.33,28.6
Marte, Ketel,606466,2022,0.407,0.321,90.1,13.5,31.6,6.1,5.8,28,27.3,29.5,3,41.9,101.202754619,65.7,16.3,28.1,30.1,69.6,52.2,76.4,6.5,83.4,47.8,43.9,20.7,46.1,42.7,35.6,21.7,59.7,43.2,25.3,24.5,7.1,1,4.46,27.0
Haase, Eric,606992,2022,0.443,0.305,87.7,17,32.3,8.7,7.9,21.4,28.4,27.5,5.2,42.4,100.507001491,70.2,23.3,35.4,48.9,51.1,54.1,78.6,6.1,76.7,45.9,41.6,32.8,51.4,41.9,33.2,24.9,63.7,39.7,24.5,25.8,10,,4.5,27.9
Nimmo, Brandon,607043,2022,0.433,0.366,89.4,6.1,28.1,7,3.6,25.1,19.8,38.5,5.5,39.8,100.251301732,64.7,13.7,21.3,38.6,61.4,48.2,78.6,7.6,85.9,51.8,43.5,19.6,43.8,29.6,41.5,28.9,61.1,51.7,20.6,21.7,6,30,4.18,28.7
Peterson, Jace,607054,2022,0.382,0.314,88.6,9.7,33.7,7.2,5.3,23.6,23.1,35.1,5.3,36.1,98.360158137,57.7,17,23.4,51.5,48.5,49,60.7,7.5,81.1,51,40,26.7,40.9,38.9,38.5,22.6,59,46.6,26,24.5,2.9,3,4.25,28.5
Turner, Trea,607208,2022,0.466,0.342,88.9,10.2,35.3,7.6,6.5,24.3,24.3,34.5,2.3,41.6,100.188198893,72.4,15.5,33.1,46.3,53.7,53.9,82.4,6.9,84.5,46.1,41.6,26.3,51.2,41.4,34.7,23.9,63.6,43.5,26.2,24.7,5.7,131,4.14,30.3
Stallings, Jacob,607732,2022,0.292,0.292,86.7,12.9,33.5,3.4,6,25.6,28.2,34.2,2.6,32.3,96.725527727,61.9,12.5,26,46.2,53.8,50.8,71,6.8,87.3,49.2,44.2,22.7,43.7,28.9,38.3,32.7,62.2,42.9,27.4,21.4,8.3,,5.04,23.7
Ramirez, Jose,608070,2022,0.514,0.355,87.7,20.7,33.7,6.6,6.4,22.3,37.3,21.8,5.3,36.9,98.871944811,66.4,9.5,28.7,26.4,73.1,53.4,70.3,6.3,90.1,46.6,43.7,15.1,46.3,44.7,34.8,20.5,53.1,32.6,28.6,24.6,14.2,6,4.22,28.5
Bregman, Alex,608324,2022,0.454,0.366,88.9,19.5,36.2,7.3,9.4,24.3,32.6,23.3,2.9,37.8,98.378645333,65.8,9.5,17.7,32.4,67.6,53.2,76.3,7,90.5,46.8,42.7,14.9,40.3,45.1,34.7,20.2,55.7,33.5,32.6,24.5,9.4,,4.61,26.5
Gallo, Joey,608336,2022,0.357,0.280,89.6,23.8,29.3,17.6,8,14.4,34.6,17.6,8,50.5,103.219150538,70.1,31.1,27.5,61.9,37.3,53.2,79.8,7.5,68.4,46.8,44.3,40.6,47.4,48.4,34,17.6,62,28.2,39.4,20.2,12.2,,4.58,27.1
Kelly, Carson,608348,2022,0.334,0.282,87.7,14.7,33.2,5.2,7.2,22.8,30,30,4.4,36.8,98.3885,62.6,13.8,24.4,40.1,59.9,49.6,74.5,7.7,86.2,50.4,45.1,21.1,43.6,38.8,39.2,22,58.5,40.8,28.4,22.8,8,,4.82,25.6
Seager, Corey,608369,2022,0.455,0.317,91.1,13.6,38.4,10.5,9.9,24.2,25.1,28.1,1.8,45.5,101.598305628,80.6,14.9,30.5,54.8,45.2,52.2,92.4,7.5,85.1,47.8,42.9,26.5,54.5,39.6,35.6,24.8,65.1,40.2,30.3,25.9,3.6,,4.67,26.1
Winker, Jesse,608385,2022,0.344,0.344,87.7,16.8,32,7.6,3.1,26.1,31.5,28.1,3.4,34.3,98.674499266,68,14.3,18.8,40,60,50.1,78.1,6.8,85.4,49.9,44.3,19.9,43.3,36.5,37.4,26.1,54.3,38.8,28.9,22.5,9.8,,4.67,25.4
Mazara, Nomar,608577,2022,0.352,0.316,86.1,17.6,35.3,4.2,8.4,26.1,30.3,27.7,3.4,32.8,97.016111333,65,19.5,29.7,41.4,58.6,52.4,68.6,7.1,80.5,47.6,40.6,26.8,46.5,33.6,38.7,27.7,58.5,36.1,29.4,26.9,7.6,,4.57,26.3
Plawecki, Kevin,608700,2022,0.286,0.285,89.3,11.4,28.3,0,6.5,26.8,27.5,36.2,2.2,37.7,99.158922794,65,12.3,28.4,37.4,61.6,50,71.2,9.5,87.2,50,42.7,19.9,46.7,37.7,40.6,21.7,61.8,47.8,21,25.4,5.8,,4.91,24.8
Refsnyder, Rob,608701,2022,0.497,0.384,89.9,13.1,49.1,10.9,11.8,31.8,15.5,27.3,2.7,44.5,100.556991091,59.1,20.4,25.1,35.6,64.4,48.9,73.4,8.7,79.6,51.1,44.3,24.8,42.5,39.1,32.7,28.2,62.7,37.3,24.5,34.5,3.6,,4.47,27.1
Reynolds, Matt,608703,2022,0.332,0.320,90.2,5.6,36.5,3,9,26.3,16.8,43.1,0.6,42.4,99.450327831,59.1,15.3,25.4,59.2,40.8,52.3,59,7.3,84.7,47.7,40.5,29.2,41.5,26.3,42.5,31.1,60.7,51.5,20.4,26.3,1.8,,4.58,27.4
Meneses, Joey,608841,2022,0.563,0.367,91.4,9.5,39,9.9,5.8,26.7,19.2,35.5,2.3,47.1,101.552249535,66.6,16.4,30.4,38.5,61.5,50.2,64.5,8.1,83.6,49.8,41,23.3,48.4,34.3,37.8,27.9,67.1,47.7,23.8,25.6,2.9,,4.71,25.8
Cordero, Franchy,614173,2022,0.397,0.298,89.7,12.7,39,12.3,10.4,21.4,22.1,25.3,8.4,45.5,103.480728533,70,27,30.7,57,42.5,53.5,77.6,7,72.1,46.5,41.6,37.1,48.9,40.3,34.4,25.3,60.9,39.6,27.9,26.6,5.8,4,4.27,28.6
Reyes, Franmil,614177,2022,0.365,0.273,92,9.9,27.8,11.3,8.5,19,22.2,37.7,1.1,45.8,102.075082606,68.5,25.2,28.3,63.8,36.2,51.6,74.2,6.9,74.8,48.4,42.7,37.1,47.8,37.7,34.9,27.5,61.3,47.9,22.9,22.2,7,,4.8,26.0
Torrens, Luis,620443,2022,0.298,0.283,90.3,8.9,34,4.9,4.9,35.9,19.4,31.1,2.9,46.6,99.276666863,66.3,15.8,25.9,57.1,42.9,47.9,78.3,8.9,84.2,52.1,43,26.7,47,29.1,42.7,28.2,62.7,46.6,17.5,30.1,5.8,,4.79,26.0
Swanson, Dansby,621020,2022,0.447,0.329,90.2,15.7,37,10.8,8,27.1,25.3,26.4,2.2,46.3,100.839209567,72.4,23.8,26.3,49.6,50.4,49.9,84.2,8.1,76.2,50.1,44.1,30.7,49.4,38.7,36.4,24.9,67.5,38.3,29.4,26.8,5.4,9,4.33,28.4
